Укрепление,Результат,Очки,Атакующий,,,,,,Защищающийся,,,
,,,Солярис | 6 stars | 101 | 107710,739948,2492746,1611089,,,Ангус | 6 stars | 130 | 220804,0,0,0,
,,,Игнис | 6 stars | 69 | 55706,617305,2454522,0,,,Солярис | 6 stars | 130 | 302276,0,0,0,
,,,Ашерона и Пиро | 5 stars | 100 | 92478,585416,2388782,0,,,Ияри | 6 stars | 130 | 242432,0,0,0,
,,,Молох | 6 stars | 70 | 52866,466836,2106747,0,,,Вердок и Фито | 6 stars | 130 | 204020,0,0,0,
,,,Тотем Духа Огня | 1 stars | 64,406175,0,0,,,,,,,

Башня Алхимии (Позиция 1),Поражение,+2,Бесенок Ната (130-984101),,,,,,Oinari (130-1193236),Увеличение брони (48%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Лара Крофт | Красный +2 | 5 stars | 130 | 204643,348889,465649,109114,Векс | 11042,,Лара Крофт | Красный +2 | 6 stars | 130 | 227378,1444032,243224,416257,Векс | 11064
,,,Небула | Красный +2 | 6 stars | 130 | 150939,166952,414246,0,Каин | 4773,,Исмаил | Красный +2 | 6 stars | 130 | 208422,1259006,156753,156753,Фенрис | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 173048,41638,1040867,43893,Оливер | 5419,,Хайди | Красный +2 | 6 stars | 130 | 208439,60827,56671,0,Альбус | 11064
,,,Себастьян | Красный +2 | 6 stars | 130 | 164791,28178,570074,3529,Альбус | 5318,,Лирия | Красный +2 | 6 stars | 130 | 192479,47723,407208,10850,Оливер | 11064
,,,Фафнир | Красный +2 | 6 stars | 130 | 108858,0,578288,0,Мара | 4487,,Тея | Красный +2 | 6 stars | 130 | 174575,9680,109332,82062,
,,,Векс | Фиолетовый +3 | 6 stars | 130 | 181822,387531,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,247856,0,0,

Башня Алхимии (Позиция 1),Поражение,+3,Тема (130-1012308),,,,,,Oinari (130-1193236),Увеличение брони (48%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Кира | Красный +2 | 6 stars | 130 | 174136,814514,360290,42853,Фенрис | 3973,,Лара Крофт | Красный +2 | 6 stars | 130 | 227378,1266398,210150,400985,Векс | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 168631,62789,879534,0,Бисквит | 3973,,Исмаил | Красный +2 | 6 stars | 130 | 208422,1046197,293191,222191,Фенрис | 11064
,,,Корвус | Красный +2 | 6 stars | 130 | 188373,3264,1057993,0,Оливер | 5834,,Лирия | Красный +2 | 6 stars | 130 | 192479,405060,71363,0,Оливер | 11064
,,,Морриган | Красный +2 | 6 stars | 130 | 176368,1471,408512,0,Аксель | 8518,,Хайди | Красный +2 | 6 stars | 130 | 208439,249411,151519,0,Альбус | 11064
,,,Себастьян | Красный +2 | 6 stars | 130 | 159873,0,327172,0,Альбус | 9428,,Тея | Красный +2 | 6 stars | 130 | 174575,66435,155815,0,
,,,Аксель | Фиолетовый +3 | 5 stars | 130 | 144927,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Храм Луны (Позиция 2),Победа,+35,Старый (130-884342),,,,,,norasann (130-969818),Увеличение здоровья (91%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Гиперион | 6 stars | 130 | 195666,34893531,15972045,6560607,,,Брустар | 6 stars | 130 | 224848,22192694,29820172,0,
,,,Нова | 6 stars | 130 | 203534,16086505,7055518,0,,,Тенебрис | 6 stars | 130 | 265633,16361280,23631880,6823086,
,,,Сигурд | 6 stars | 130 | 203752,13157527,32295265,0,,,Гиперион | 6 stars | 130 | 187300,14984014,27801440,4606638,
,,,Маири | 6 stars | 130 | 146401,9264624,6492300,0,,,Нова | 6 stars | 130 | 160760,8154506,17491075,0,
,,,Тенебрис | 6 stars | 110 | 134989,7472042,9171671,536733,,,Сигурд | 6 stars | 130 | 131277,2857299,21547369,0,
,,,Тотем Духа Воды | 6 stars | 130,39417707,7813449,47345184,,,Тотем Духа Тьмы | 2 stars | 99,5658568,0,0,
,,,,,,,,,Тотем Духа Воды | 1 stars | 90,6959895,0,4310300,

Призма эфира (Позиция 3),Победа,+35,Орел (130-659303),,,,,,BRJ (130-974993),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Солярис | 6 stars | 117 | 141893,17405989,12921568,683464,,,Гиперион | 6 stars | 130 | 172253,9873252,13217629,1360164,
,,,Игнис | 6 stars | 116 | 131530,3850787,4961583,0,,,Тенебрис | 6 stars | 130 | 271631,8687222,10298283,2360152,
,,,Ияри | 6 stars | 116 | 105985,3487891,3621806,3429835,,,Нова | 6 stars | 130 | 170854,6127140,7803502,0,
,,,Молох | 6 stars | 121 | 147579,3016058,11543126,0,,,Сигурд | 6 stars | 130 | 200883,2278876,14514541,0,
,,,Араджи | 6 stars | 117 | 132316,2974781,1897872,0,,,Эдем | 6 stars | 130 | 159372,1811381,12441650,0,
,,,Тотем Духа Огня | 6 stars | 110,28524299,0,0,,,Тотем Духа Воды | 2 stars | 112,6168084,984200,2280028,
,,,Тотем Духа Света | 3 stars | 78,0,0,622144,,,,,,,

Казармы (Позиция 3),Поражение,+14,Орел (130-833653),,,,,,Karn (130-1128932),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Орион | Красный +2 | 6 stars | 130 | 164130,1324638,394878,0,Хорус | 7716,,Исмаил | Красный +2 | 6 stars | 130 | 205530,1092604,567595,461600,Фенрис | 9516
,,,Данте | Красный +2 | 6 stars | 130 | 174340,484239,322809,0,Каин | 5076,,Данте | Красный +2 | 6 stars | 130 | 181381,362513,157022,0,
,,,Август | Красный +2 | 6 stars | 130 | 150540,366765,397410,0,Аксель | 6842,,Себастьян | Красный +2 | 6 stars | 130 | 203138,247878,314887,95900,Альбус | 11064
,,,Дориан | Оранжевый +1 | 6 stars | 130 | 55358,533,183528,0,Мерлин | 5067,,Лирия | Красный +2 | 6 stars | 130 | 181800,32174,474449,8672,Оливер | 11064
,,,Небула | Красный +2 | 6 stars | 130 | 157580,0,446861,0,,,Астарот | Красный +2 | 6 stars | 130 | 175140,10317,662222,105995,Бисквит | 6894
,,,Хорус | Фиолетовый +2 | 5 stars | 130 | 131705,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Бастион (Позиция 5),Поражение,+6,3ve (130-1028380),,,,,,Xzypher (130-1036699),Увеличение защиты от магии (39%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 186418,1452685,290719,0,Каин | 6074,,К'арх | Красный +2 | 6 stars | 130 | 181513,1632193,325630,179052,
,,,Джу | Красный +2 | 6 stars | 130 | 180450,735649,833680,0,Альбус | 11064,,Кира | Красный +2 | 6 stars | 130 | 158719,1046994,543022,99821,
,,,Аврора | Красный +2 | 6 stars | 130 | 167130,247151,957654,0,Аксель | 8518,,Арахна | Красный +2 | 6 stars | 130 | 185334,525284,142493,142180,
,,,Тесак | Красный +2 | 6 stars | 130 | 149602,43483,915494,21501,Фенрис | 9428,,Галахад | Красный +2 | 6 stars | 130 | 171706,524858,1115232,299398,
,,,Марта | Красный +2 | 6 stars | 130 | 162837,9540,875352,182075,Оливер | 9428,,Марта | Красный +2 | 6 stars | 130 | 167494,20188,1188301,1954667,
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,949552,0,0,,,Аксель | Фиолетовый +3 | 5 stars | 130 | 171933,0,0,0,

Врата Природы (Позиция 2),Победа,+35,Оди (130-966023),,,,,,kuralis (130-1246383),Снижение входящего урона (26%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Гиперион | 6 stars | 130 | 207522,16495768,20529886,3947988,,,Молох | 6 stars | 130 | 240887,24536521,11953813,3133973,
,,,Нова | 6 stars | 130 | 207523,8268277,13469822,0,,,Араджи | 6 stars | 130 | 223814,5879150,9695733,863649,
,,,Ияри | 6 stars | 130 | 230678,4752161,15572241,3889425,,,Тенебрис | 6 stars | 130 | 309529,4753003,13671646,4352444,
,,,Сигурд | 6 stars | 130 | 204158,4544852,29451049,0,,,Мор | 6 stars | 130 | 248290,3541956,15225020,346236,
,,,Ригель | 6 stars | 102 | 116142,1544474,8972631,0,,,Игнис | 6 stars | 130 | 223863,1524028,11359507,0,
,,,Тотем Духа Воды | 6 stars | 130,26300187,0,28765231,,,Тотем Духа Огня | 6 stars | 130,37171796,0,0,
,,,Тотем Духа Света | 6 stars | 130,0,0,0,,,Тотем Духа Тьмы | 6 stars | 130,10589175,0,0,

Башня Алхимии (Позиция 1),Поражение,+1,Santa (130-926919),,,,,,Oinari (130-1193236),Увеличение брони (48%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Селеста | Красный +2 | 6 stars | 130 | 154176,101132,392797,201089,Бисквит | 6894,,Исмаил | Красный +2 | 6 stars | 130 | 208422,2399316,0,30137,Фенрис | 11064
,,,Каскад | Красный +2 | 6 stars | 130 | 128858,73688,324325,0,Хорус | 5116,,Хайди | Красный +2 | 6 stars | 130 | 208439,1347605,0,0,Альбус | 11064
,,,Эйден | Красный +2 | 6 stars | 130 | 159773,14981,1687116,51677,Альбус | 10154,,Лара Крофт | Красный +2 | 6 stars | 130 | 227378,777618,21068,29591,Векс | 11064
,,,Арахна | Красный +2 | 6 stars | 130 | 165800,5482,385654,1972,Мара | 4123,,Лирия | Красный +2 | 6 stars | 130 | 192479,129388,162009,24142,Оливер | 11064
,,,Астарот | Красный +2 | 6 stars | 130 | 146379,2074,1875752,260516,Оливер | 8518,,Тея | Красный +2 | 6 stars | 130 | 174575,7103,14280,0,
,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 171933,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,4614,0,0,

Бастион (Позиция 1),Победа,+35,Kamul27rus (130-993699),,,,,,monologue (130-1154154),Увеличение защиты от магии (39%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Себастьян | Красный +2 | 6 stars | 130 | 194598,1642125,317879,1028884,Альбус | 10154,,Айрис | Красный +2 | 6 stars | 130 | 213732,1409277,570455,0,Бисквит | 11064
,,,Лара Крофт | Красный +2 | 6 stars | 130 | 199762,941641,281719,281719,Векс | 6966,,К'арх | Красный +2 | 6 stars | 130 | 206008,496898,429412,0,Мара | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 177254,788461,945336,180742,Оливер | 6894,,Галахад | Красный +2 | 6 stars | 130 | 170995,17507,997098,7876,
,,,Дориан | Оранжевый +1 | 6 stars | 130 | 56189,4354,143224,0,Мерлин | 8108,,Марта | Красный +2 | 6 stars | 130 | 177177,2682,834145,8918,Аксель | 11064
,,,Небула | Красный +2 | 6 stars | 130 | 193963,0,238206,53589,Каин | 8108,,Небула | Красный +2 | 6 stars | 130 | 204299,0,545471,0,Каин | 10378
,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 171933,0,0,0,,,Оливер | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,22348,

Бастион (Позиция 2),Победа,+35,Kamul27rus (130-1069171),,,,,,Team ichi (130-1182385),Увеличение защиты от магии (39%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Август | Красный +2 | 6 stars | 130 | 149262,1444457,0,0,Альбус | 10154,,Данте | Красный +2 | 6 stars | 130 | 194712,727475,389602,0,Фенрис | 7804
,,,Орион | Красный +2 | 6 stars | 130 | 188100,722258,437633,0,Мерлин | 8108,,Ясмин | Красный +2 | 6 stars | 130 | 204253,375573,512300,0,Каин | 11064
,,,Ясмин | Красный +2 | 6 stars | 130 | 195961,309744,7305,0,Каин | 8108,,Селеста | Красный +2 | 6 stars | 130 | 200683,95690,417897,101975,Аксель | 11064
,,,Айзек | Красный +2 | 6 stars | 130 | 176585,193933,222951,0,Аксель | 5766,,Айзек | Красный +2 | 6 stars | 130 | 195802,42283,778456,177024,Оливер | 11064
